source_file,test_group,code_family,code_id,code_type,standard,N,K,code_rate,decoder,modulation,ebn0_db,snr_db,frames,error_frames,bit_errors,ber,fer,throughput_mbps,goodput_mbps,fps,avg_frame_latency_ms,tx_throughput_mbps,rx_demod_throughput_mbps,fec_throughput_mbps,tx_latency_ms,rx_demod_latency_ms,fec_latency_ms,notes
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\CCSDS_ldpc_n512_k256_64qam_cuda-bp_EbN0_10dB.log,history_throughput_ccsds_dvbs2,CCSDS,CCSDS_ldpc_n512_k256,LDPC,CCSDS,512,256,0.5,CUDA BP,64qam,10.0,14.77,2000.0,26.0,NA,NA,0.013,NA,18.25,802.33,NA,NA,178.42,22.84,NA,0.1291,1.009,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\CCSDS_ldpc_n512_k256_64qam_cuda-bp_EbN0_12dB.log,history_throughput_ccsds_dvbs2,CCSDS,CCSDS_ldpc_n512_k256,LDPC,CCSDS,512,256,0.5,CUDA BP,64qam,12.0,16.77,2000.0,0.0,NA,NA,0.0,NA,40.01,1736.65,NA,NA,178.94,67.8,NA,0.1288,0.3398,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\CCSDS_ldpc_n512_k256_64qam_cuda-bp_EbN0_14dB.log,history_throughput_ccsds_dvbs2,CCSDS,CCSDS_ldpc_n512_k256,LDPC,CCSDS,512,256,0.5,CUDA BP,64qam,14.0,18.77,2000.0,0.0,NA,NA,0.0,NA,42.44,1841.98,NA,NA,177.06,76.15,NA,0.1301,0.3026,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\CCSDS_ldpc_n512_k256_64qam_cuda-bp_EbN0_16dB.log,history_throughput_ccsds_dvbs2,CCSDS,CCSDS_ldpc_n512_k256,LDPC,CCSDS,512,256,0.5,CUDA BP,64qam,16.0,20.77,2000.0,0.0,NA,NA,0.0,NA,51.07,2216.63,NA,NA,178.75,107.52,NA,0.1289,0.2143,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_bpsk_cuda-bp_EbN0_0dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,bpsk,0.0,-3.01,2000.0,2000.0,NA,NA,1.0,NA,0.0,71.91,NA,NA,602.74,2.43,NA,0.0538,13.3592,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_bpsk_cuda-bp_EbN0_2dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,bpsk,2.0,-1.01,2000.0,0.0,NA,NA,0.0,NA,12.67,391.05,NA,NA,654.4,15.69,NA,0.0495,2.0652,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_bpsk_cuda-bp_EbN0_4dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,bpsk,4.0,0.99,2000.0,0.0,NA,NA,0.0,NA,21.98,678.41,NA,NA,678.2,32.34,NA,0.0478,1.0019,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_bpsk_cuda-bp_EbN0_6dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,bpsk,6.0,2.99,2000.0,0.0,NA,NA,0.0,NA,28.91,892.24,NA,NA,702.37,49.02,NA,0.0461,0.661,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_bpsk_cuda-bp_EbN0_8dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,bpsk,8.0,4.99,2000.0,0.0,NA,NA,0.0,NA,33.06,1020.46,NA,NA,707.75,62.42,NA,0.0458,0.5191,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_bpsk_cuda-bp_EbN0_10dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,bpsk,10.0,6.99,2000.0,0.0,NA,NA,0.0,NA,37.39,1154.1,NA,NA,715.29,79.32,NA,0.0453,0.4085,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_bpsk_cuda-bp_EbN0_12dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,bpsk,12.0,8.99,2000.0,0.0,NA,NA,0.0,NA,37.62,1161.24,NA,NA,728.94,80.13,NA,0.0444,0.4044,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_bpsk_cuda-bp_EbN0_14dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,bpsk,14.0,10.99,2000.0,0.0,NA,NA,0.0,NA,37.39,1154.09,NA,NA,716.51,79.89,NA,0.0452,0.4056,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_bpsk_cuda-bp_EbN0_16dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,bpsk,16.0,12.99,2000.0,0.0,NA,NA,0.0,NA,37.21,1148.33,NA,NA,706.76,79.35,NA,0.0458,0.4083,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_qpsk_cuda-bp_EbN0_0dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,qpsk,0.0,0.0,2000.0,2000.0,NA,NA,1.0,NA,0.0,62.92,NA,NA,1040.43,4.27,NA,0.0623,15.1627,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_qpsk_cuda-bp_EbN0_2dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,qpsk,2.0,2.0,2000.0,0.0,NA,NA,0.0,NA,20.02,308.99,NA,NA,1156.35,25.45,NA,0.056,2.5458,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_qpsk_cuda-bp_EbN0_4dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,qpsk,4.0,4.0,2000.0,0.0,NA,NA,0.0,NA,33.15,511.51,NA,NA,1174.32,49.88,NA,0.0552,1.2991,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_qpsk_cuda-bp_EbN0_6dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,qpsk,6.0,6.0,2000.0,0.0,NA,NA,0.0,NA,43.88,677.16,NA,NA,1238.54,77.2,NA,0.0523,0.8394,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_qpsk_cuda-bp_EbN0_8dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,qpsk,8.0,8.0,2000.0,0.0,NA,NA,0.0,NA,49.51,763.99,NA,NA,1246.25,94.62,NA,0.052,0.6848,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_qpsk_cuda-bp_EbN0_10dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,qpsk,10.0,10.0,2000.0,0.0,NA,NA,0.0,NA,57.97,894.64,NA,NA,1281.96,129.51,NA,0.0505,0.5004,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_qpsk_cuda-bp_EbN0_12dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,qpsk,12.0,12.0,2000.0,0.0,NA,NA,0.0,NA,58.19,898.03,NA,NA,1296.53,131.16,NA,0.05,0.494,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_qpsk_cuda-bp_EbN0_14dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,qpsk,14.0,14.0,2000.0,0.0,NA,NA,0.0,NA,57.92,893.77,NA,NA,1250.06,129.39,NA,0.0518,0.5008,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_qpsk_cuda-bp_EbN0_16dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,qpsk,16.0,16.0,2000.0,0.0,NA,NA,0.0,NA,58.24,898.72,NA,NA,1211.72,130.88,NA,0.0535,0.4951,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_16qam_cuda-bp_EbN0_0dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,16qam,0.0,3.01,2000.0,2000.0,NA,NA,1.0,NA,0.0,53.79,NA,NA,1492.04,7.37,NA,0.0869,17.5893,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_16qam_cuda-bp_EbN0_2dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,16qam,2.0,5.01,2000.0,2000.0,NA,NA,1.0,NA,0.0,53.74,NA,NA,1428.33,7.36,NA,0.0907,17.6084,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_16qam_cuda-bp_EbN0_4dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,16qam,4.0,7.01,2000.0,2000.0,NA,NA,1.0,NA,0.0,53.86,NA,NA,1456.02,7.38,NA,0.089,17.5729,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_16qam_cuda-bp_EbN0_6dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,16qam,6.0,9.01,2000.0,0.0,NA,NA,0.0,NA,39.06,301.39,NA,NA,1564.86,54.13,NA,0.0828,2.3944,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_16qam_cuda-bp_EbN0_8dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,16qam,8.0,11.01,2000.0,0.0,NA,NA,0.0,NA,57.27,441.9,NA,NA,1589.99,94.36,NA,0.0815,1.3735,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_16qam_cuda-bp_EbN0_10dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,16qam,10.0,13.01,2000.0,0.0,NA,NA,0.0,NA,70.27,542.21,NA,NA,1615.7,130.47,NA,0.0802,0.9933,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_16qam_cuda-bp_EbN0_12dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,16qam,12.0,15.01,2000.0,0.0,NA,NA,0.0,NA,73.9,570.25,NA,NA,1642.95,145.96,NA,0.0789,0.8879,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_16qam_cuda-bp_EbN0_14dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,16qam,14.0,17.01,2000.0,0.0,NA,NA,0.0,NA,88.67,684.2,NA,NA,1673.83,204.81,NA,0.0774,0.6328,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_16qam_cuda-bp_EbN0_16dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,16qam,16.0,19.01,2000.0,0.0,NA,NA,0.0,NA,89.99,694.35,NA,NA,1632.37,205.73,NA,0.0794,0.63,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_64qam_cuda-bp_EbN0_0dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,64qam,0.0,4.77,2000.0,2000.0,NA,NA,1.0,NA,0.0,43.55,NA,NA,626.61,9.04,NA,0.3102,21.5099,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_64qam_cuda-bp_EbN0_2dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,64qam,2.0,6.77,2000.0,2000.0,NA,NA,1.0,NA,0.0,43.69,NA,NA,610.34,9.05,NA,0.3185,21.4711,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_64qam_cuda-bp_EbN0_4dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,64qam,4.0,8.77,2000.0,2000.0,NA,NA,1.0,NA,0.0,44.41,NA,NA,623.41,9.22,NA,0.3118,21.0938,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_64qam_cuda-bp_EbN0_6dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,64qam,6.0,10.77,2000.0,2000.0,NA,NA,1.0,NA,0.0,43.42,NA,NA,609.32,9.0,NA,0.319,21.6,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_64qam_cuda-bp_EbN0_8dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,64qam,8.0,12.77,2000.0,0.0,NA,NA,0.0,NA,40.11,206.34,NA,NA,612.32,56.1,NA,0.3175,3.465,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_64qam_cuda-bp_EbN0_10dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,64qam,10.0,14.77,2000.0,0.0,NA,NA,0.0,NA,57.74,297.03,NA,NA,614.17,94.62,NA,0.3165,2.0545,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_64qam_cuda-bp_EbN0_12dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,64qam,12.0,16.77,2000.0,0.0,NA,NA,0.0,NA,65.69,337.9,NA,NA,626.83,118.51,NA,0.3101,1.6404,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_64qam_cuda-bp_EbN0_14dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,64qam,14.0,18.77,2000.0,0.0,NA,NA,0.0,NA,77.45,398.43,NA,NA,631.82,159.6,NA,0.3077,1.218,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_N64800_R12_64qam_cuda-bp_EbN0_16dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_N64800_R12,LDPC,DVB-S2,64800,32400,0.5,CUDA BP,64qam,16.0,20.77,2000.0,0.0,NA,NA,0.0,NA,81.21,417.74,NA,NA,625.86,175.83,NA,0.3106,1.1056,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_short_N16200_rate_1_2_bpsk_cuda-bp_EbN0_0dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_short_N16200_rate_1_2,LDPC,DVB-S2,16200,7200,0.444444444444444,CUDA BP,bpsk,0.0,-3.52,2000.0,2000.0,NA,NA,1.0,NA,0.0,109.88,NA,NA,554.84,3.29,NA,0.0519,8.7528,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_short_N16200_rate_1_2_bpsk_cuda-bp_EbN0_2dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_short_N16200_rate_1_2,LDPC,DVB-S2,16200,7200,0.444444444444444,CUDA BP,bpsk,2.0,-1.52,2000.0,0.0,NA,NA,0.0,NA,16.79,583.16,NA,NA,587.19,20.1,NA,0.049,1.4328,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_short_N16200_rate_1_2_bpsk_cuda-bp_EbN0_4dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_short_N16200_rate_1_2,LDPC,DVB-S2,16200,7200,0.444444444444444,CUDA BP,bpsk,4.0,0.48,2000.0,0.0,NA,NA,0.0,NA,28.67,995.44,NA,NA,580.52,39.45,NA,0.0496,0.73,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_short_N16200_rate_1_2_bpsk_cuda-bp_EbN0_6dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_short_N16200_rate_1_2,LDPC,DVB-S2,16200,7200,0.444444444444444,CUDA BP,bpsk,6.0,2.48,2000.0,0.0,NA,NA,0.0,NA,38.51,1337.32,NA,NA,593.52,59.69,NA,0.0485,0.4825,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_short_N16200_rate_1_2_bpsk_cuda-bp_EbN0_8dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_short_N16200_rate_1_2,LDPC,DVB-S2,16200,7200,0.444444444444444,CUDA BP,bpsk,8.0,4.48,2000.0,0.0,NA,NA,0.0,NA,42.9,1489.72,NA,NA,593.56,71.43,NA,0.0485,0.4032,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_short_N16200_rate_1_2_bpsk_cuda-bp_EbN0_10dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_short_N16200_rate_1_2,LDPC,DVB-S2,16200,7200,0.444444444444444,CUDA BP,bpsk,10.0,6.48,2000.0,0.0,NA,NA,0.0,NA,51.26,1779.91,NA,NA,600.67,97.94,NA,0.0479,0.294,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_short_N16200_rate_1_2_bpsk_cuda-bp_EbN0_12dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_short_N16200_rate_1_2,LDPC,DVB-S2,16200,7200,0.444444444444444,CUDA BP,bpsk,12.0,8.48,2000.0,0.0,NA,NA,0.0,NA,50.48,1752.8,NA,NA,584.91,95.62,NA,0.0492,0.3012,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_short_N16200_rate_1_2_bpsk_cuda-bp_EbN0_14dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_short_N16200_rate_1_2,LDPC,DVB-S2,16200,7200,0.444444444444444,CUDA BP,bpsk,14.0,10.48,2000.0,0.0,NA,NA,0.0,NA,48.98,1700.52,NA,NA,570.5,91.76,NA,0.0505,0.3138,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_short_N16200_rate_1_2_bpsk_cuda-bp_EbN0_16dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_short_N16200_rate_1_2,LDPC,DVB-S2,16200,7200,0.444444444444444,CUDA BP,bpsk,16.0,12.48,2000.0,0.0,NA,NA,0.0,NA,50.34,1747.82,NA,NA,581.33,95.81,NA,0.0495,0.3006,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_short_N16200_rate_1_2_qpsk_cuda-bp_EbN0_0dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_short_N16200_rate_1_2,LDPC,DVB-S2,16200,7200,0.444444444444444,CUDA BP,qpsk,0.0,-0.51,2000.0,2000.0,NA,NA,1.0,NA,0.0,85.19,NA,NA,951.24,5.1,NA,0.0606,11.303,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_short_N16200_rate_1_2_qpsk_cuda-bp_EbN0_2dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_short_N16200_rate_1_2,LDPC,DVB-S2,16200,7200,0.444444444444444,CUDA BP,qpsk,2.0,1.49,2000.0,0.0,NA,NA,0.0,NA,24.39,423.37,NA,NA,1016.6,29.22,NA,0.0567,1.9713,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_short_N16200_rate_1_2_qpsk_cuda-bp_EbN0_4dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_short_N16200_rate_1_2,LDPC,DVB-S2,16200,7200,0.444444444444444,CUDA BP,qpsk,4.0,3.49,2000.0,0.0,NA,NA,0.0,NA,44.89,779.41,NA,NA,1085.84,61.15,NA,0.053,0.9419,
E:\Codex\usrp_plt_1\build\uhd_cpp_gpu_pipeline\logs\throughput_all_ldpc_mcs_ebn0_0_2_16_20260524_161606\offline_gpu\DVB_S2_short_N16200_rate_1_2_qpsk_cuda-bp_EbN0_6dB.log,history_throughput_ccsds_dvbs2,DVB-S2,DVB_S2_short_N16200_rate_1_2,LDPC,DVB-S2,16200,7200,0.444444444444444,CUDA BP,qpsk,6.0,5.49,2000.0,0.0,NA,NA,0.0,NA,58.6,1017.38,NA,NA,1103.93,90.26,NA,0.0522,0.6382,
