"run","radio_mode","tx_gain_db","rx_gain_db","total_gain_db","sample_rate_msps","num_symbols","data_symbols","active_sc","coded_bits_per_frame","frame_samples","code","code_n","code_k","code_rate","modulation","pipeline","frames","ok","err","fer","ber","fps","goodput_mbps","decode_ms_per_frame","fec_ms_per_frame","sync_found","sync_miss","tracking_miss","sync_incomplete","tx_underflow_markers","uhd_overflow_markers","status","source"
"ui_usrp_link_20260601_175341","DualGated","31","22","53","12.5","96","72","450","64800","112896","DVB_S2_short_N16200_rate_5_6","16200","13320","0.8222222222222222","qpsk","dual_usrp_gated_gpu_pipeline","14531","14398","133","0.009153","n/a","26","0.69","1.97","1.79","14531","6513","31","1692","1","1","FAILED","data\datasets\transmission_file\Rx\ui_usrp_link_20260601_175341\usrp_gain_frame_metrics.csv"
